"","gene_id","age","probe_id"
"2997","AT1G55570","MC","265080_at"
"2998","AT1G55580","MC","265072_at"
"2999","AT1G55590","MC","264539_at"
"3000","AT1G55600","MC","264538_at"
"3001","AT1G55610","MC","264537_at"
"3002","AT1G55620","MC","264547_at"
"3003","AT1G55630","MC","264540_at"
"3004","AT1G55640","MC","264536_at"
"3005","AT1G55660","MC","264541_at"
"3006","AT1G55670","MC","264545_at"
"3007","AT1G55680","UC","264548_at"
"3008","AT1G55690","MC","264535_at"
"3009","AT1G55740","UC","264532_at"
"3010","AT1G55760","MC","264562_at"
"3011","AT1G55830","UC","264542_at"
"3012","AT1G55840","MC","260604_at"
"3013","AT1G55850","MC","260592_at"
"3014","AT1G55870","MC","260593_at"
"3015","AT1G55880","UC","260594_at"
"3016","AT1G55890","MC","260595_at"
"3017","AT1G55900","MC","260596_at"
"3018","AT1G55910","UC","260601_at"
"3019","AT1G55915","UC","260597_at"
"3020","AT1G55920","UC","260602_at"
"3021","AT1G55930","UC","260598_at"
"3022","AT1G55940","MC","260599_at"
"3023","AT1G55950","MC","260600_at"
"3024","AT1G55960","MC","260603_at"
"3025","AT1G55970","MC","262090_at"
"3026","AT1G55990","MC","262097_at"
"3027","AT1G56010","MC","262096_at"
"3028","AT1G56020","MC","262088_at"
"3029","AT1G56030","MC","262087_at"
"3030","AT1G56050","UC","262086_at"
"3031","AT1G56060","MC","262085_at"
"3032","AT1G56070","UC","262064_at"
"3033","AT1G56080","UC","262084_at"
"3034","AT1G56090","MC","262095_at"
"3035","AT1G56100","MC","262083_at"
"3036","AT1G56110","UC","262094_at"
"3037","AT1G56150","MC","262092_at"
"3038","AT1G56160","MC","262091_at"
"3039","AT1G56170","MC","262098_at"
"3040","AT1G56180","MC","262065_at"
"3041","AT1G56190","UC","256228_at"
"3042","AT1G56200","MC","256223_at"
"3043","AT1G56210","MC","256222_at"
"3044","AT1G56220","MC","256225_at"
"3045","AT1G56230","MC","256220_at"
"3046","AT1G56260","UC","256219_at"
"3047","AT1G56270","MC","256218_at"
"3048","AT1G56280","MC","256226_at"
"3049","AT1G56290","UC","256227_at"
"3050","AT1G56300","MC","256221_at"
"3051","AT1G56310","MC","257587_at"
"3052","AT1G56320","MC","256217_at"
"3053","AT1G56330","UC","256224_at"
"3054","AT1G56340","UC","256216_at"
"3055","AT1G56345","UC","259636_at"
"3056","AT1G56350","UC","259630_at"
"3057","AT1G56360","UC","259635_at"
"3058","AT1G56410","UC","259631_at"
"3059","AT1G56430","UC","259632_at"
"3060","AT1G56450","UC","259604_at"
"3061","AT1G56500","UC","259633_at"
"3062","AT1G56500","UC","259603_at"
"3063","AT1G56520","MC","259602_at"
"3064","AT1G56540","MC","245654_at"
"3065","AT1G56560","UC","245681_at"
"3066","AT1G56570","MC","245680_at"
"3067","AT1G56580","MC","245629_at"
"3068","AT1G56590","UC","245679_at"
"3069","AT1G56600","UC","245627_at"
"3070","AT1G56620","MC","245656_at"
"3071","AT1G56650","MC","245628_at"
"3072","AT1G56660","MC","245677_at"
"3073","AT1G56670","MC","245676_at"
"3074","AT1G56690","MC","245673_at"
"3075","AT1G56710","MC","245672_at"
"3076","AT1G56720","MC","245657_at"
"3077","AT1G57540","MC","246400_at"
"3078","AT1G57560","MC","246401_at"
"3079","AT1G57570","MC","246402_at"
"3080","AT1G57590","UC","246403_at"
"3081","AT1G57600","UC","246404_at"
"3082","AT1G57620","UC","246378_at"
"3083","AT1G57670","MC","246407_at"
"3084","AT1G57680","MC","246408_at"
"3085","AT1G57750","MC","246380_at"
"3086","AT1G57770","UC","246411_at"
"3087","AT1G57780","MC","245829_at"
"3088","AT1G57790","MC","245830_at"
"3089","AT1G57820","UC","245828_at"
"3090","AT1G57830","MC","245827_at"
"3091","AT1G57850","MC","245826_at"
"3092","AT1G57870","UC","245825_at"
"3093","AT1G57943","MC","245824_at"
"3094","AT1G58030","UC","245868_at"
"3095","AT1G58070","MC","245864_at"
"3096","AT1G58080","UC","245867_at"
"3097","AT1G58100","MC","246398_at"
"3098","AT1G58110","MC","246399_at"
"3099","AT1G58170","MC","246395_at"
"3100","AT1G58180","UC","246396_at"
"3101","AT1G58200","MC","256229_at"
"3102","AT1G58250","MC","256199_at"
"3103","AT1G58270","MC","256021_at"
"3104","AT1G58290","UC","256020_at"
"3105","AT1G58300","UC","256018_at"
"3106","AT1G58330","MC","256023_at"
"3107","AT1G58340","UC","256024_at"
"3108","AT1G58360","UC","256022_at"
"3109","AT1G58370","MC","256025_at"
"3110","AT1G58390","MC","245839_at"
"3111","AT1G58410","MC","245838_at"
"3112","AT1G58420","MC","245840_at"
"3113","AT1G58430","MC","245842_at"
"3114","AT1G58440","UC","245809_at"
"3115","AT1G58470","MC","245808_at"
"3116","AT1G59510","MC","262071_at"
"3117","AT1G59520","MC","262078_at"
"3118","AT1G59530","MC","257471_at"
"3119","AT1G59540","MC","262081_at"
"3120","AT1G59560","MC","262075_at"
"3121","AT1G59580","UC","262076_at"
"3122","AT1G59590","MC","262072_at"
"3123","AT1G59600","MC","262079_at"
"3124","AT1G59610","MC","262077_at"
"3125","AT1G59620","MC","262126_at"
"3126","AT1G59630","MC","262123_at"
"3127","AT1G59640","MC","262073_at"
"3128","AT1G59650","MC","262080_at"
"3129","AT1G59670","MC","262074_at"
"3130","AT1G59680","MC","262125_at"
"3131","AT1G59700","MC","262916_at"
"3132","AT1G59710","MC","262910_at"
"3133","AT1G59720","MC","262907_at"
"3134","AT1G59725","UC","262904_at"
"3135","AT1G59730","UC","262905_at"
"3136","AT1G59740","UC","262912_at"
"3137","AT1G59750","MC","262914_at"
"3138","AT1G59760","UC","262906_at"
"3139","AT1G59780","MC","262894_at"
"3140","AT1G59790","UC","262893_at"
"3141","AT1G59800","MC","262895_at"
"3142","AT1G59820","UC","262896_at"
"3143","AT1G59830","UC","262909_at"
"3144","AT1G59840","UC","262897_at"
"3145","AT1G59850","MC","262898_at"
"3146","AT1G59870","UC","262899_at"
"3147","AT1G59890","UC","262900_at"
"3148","AT1G59900","UC","262908_at"
"3149","AT1G59910","MC","262901_at"
"3150","AT1G59930","MC","262902_x_at"
"3151","AT1G59940","MC","262915_at"
"3152","AT1G59950","UC","262903_at"
"3153","AT1G59960","UC","262913_at"
"3154","AT1G59970","UC","263731_at"
"3155","AT1G59980","UC","263732_at"
"3156","AT1G59990","UC","263679_at"
"3157","AT1G60000","MC","263736_at"
"3158","AT1G60010","MC","263737_at"
"3159","AT1G60030","UC","263734_at"
"3160","AT1G60060","MC","263738_at"
"3161","AT1G60070","UC","263728_at"
"3162","AT1G60080","UC","263729_at"
"3163","AT1G60090","UC","263730_at"
"3164","AT1G60130","MC","264278_at"
"3165","AT1G60140","UC","264246_at"
"3166","AT1G60160","UC","264247_at"
"3167","AT1G60170","UC","264221_s_at"
"3168","AT1G60190","MC","264217_at"
"3169","AT1G60200","UC","264218_at"
"3170","AT1G60200","UC","264267_at"
"3171","AT1G60220","MC","264268_at"
"3172","AT1G60230","UC","264222_at"
"3173","AT1G60240","MC","264269_at"
"3174","AT1G60270","MC","264271_at"
"3175","AT1G60280","MC","264272_at"
"3176","AT1G60320","MC","264274_at"
"3177","AT1G60350","MC","264275_at"
"3178","AT1G60390","MC","264277_at"
"3179","AT1G60400","MC","257425_at"
"3180","AT1G60420","MC","264219_at"
"3181","AT1G60430","UC","264220_at"
"3182","AT1G60440","UC","264244_at"
"3183","AT1G60450","UC","264245_at"
"3184","AT1G60460","MC","264964_at"
"3185","AT1G60470","UC","264940_at"
"3186","AT1G60490","UC","264927_at"
"3187","AT1G60500","MC","264917_at"
"3188","AT1G60530","MC","264918_at"
"3189","AT1G60550","UC","264920_at"
"3190","AT1G60560","MC","264965_at"
"3191","AT1G60570","MC","264966_at"
"3192","AT1G60590","UC","264931_at"
"3193","AT1G60600","UC","264963_at"
"3194","AT1G60610","MC","264938_at"
"3195","AT1G60620","UC","264924_at"
"3196","AT1G60630","MC","264939_at"
"3197","AT1G60650","MC","264921_at"
"3198","AT1G60660","UC","264926_at"
"3199","AT1G60670","MC","264925_at"
"3200","AT1G60680","UC","264941_at"
"3201","AT1G60690","UC","264911_at"
"3202","AT1G60710","UC","264928_at"
"3203","AT1G60730","UC","264929_at"
"3204","AT1G60750","UC","264912_at"
"3205","AT1G60770","MC","264913_at"
"3206","AT1G60780","UC","264914_at"
"3207","AT1G60800","MC","264930_at"
"3208","AT1G60810","UC","264916_at"
"3209","AT1G60850","UC","259908_at"
"3210","AT1G60860","UC","259907_at"
"3211","AT1G60870","MC","259909_at"
"3212","AT1G60890","MC","259721_at"
"3213","AT1G60940","UC","259724_at"
"3214","AT1G60950","UC","259727_at"
"3215","AT1G60960","UC","259723_at"
"3216","AT1G60970","UC","259728_at"
"3217","AT1G60990","UC","259715_at"
"3218","AT1G60995","MC","259716_at"
"3219","AT1G61010","UC","259717_at"
"3220","AT1G61040","UC","259718_at"
"3221","AT1G61065","MC","259725_at"
"3222","AT1G61070","MC","259719_at"
"3223","AT1G61080","MC","259720_at"
"3224","AT1G61100","MC","264910_at"
"3225","AT1G61110","MC","264882_at"
"3226","AT1G61120","MC","264886_at"
"3227","AT1G61130","UC","264937_at"
"3228","AT1G61140","MC","264936_at"
"3229","AT1G61150","UC","264935_at"
"3230","AT1G61160","MC","264933_at"
"3231","AT1G61170","MC","264884_at"
"3232","AT1G61240","MC","264932_at"
"3233","AT1G61260","MC","264879_at"
"3234","AT1G61280","UC","264761_at"
"3235","AT1G61290","UC","264760_at"
"3236","AT1G61340","MC","264758_at"
"3237","AT1G61350","MC","264769_at"
"3238","AT1G61360","MC","264757_at"
"3239","AT1G61370","MC","264756_at"
"3240","AT1G61380","MC","264767_at"
"3241","AT1G61390","MC","264755_at"
"3242","AT1G61420","MC","264766_at"
"3243","AT1G61440","MC","264764_at"
"3244","AT1G61460","MC","264762_at"
"3245","AT1G61480","MC","264759_at"
"3246","AT1G61490","MC","264753_at"
"3247","AT1G61500","MC","265063_at"
"3248","AT1G61520","UC","265033_at"
"3249","AT1G61550","MC","265062_at"
"3250","AT1G61560","UC","265008_at"
"3251","AT1G61570","UC","265006_at"
"3252","AT1G61580","UC","265032_at"
"3253","AT1G61590","MC","265031_at"
"3254","AT1G61610","MC","265030_at"
"3255","AT1G61620","UC","265035_at"
"3256","AT1G61630","UC","265064_at"
"3257","AT1G61640","UC","265061_at"
"3258","AT1G61660","MC","265034_at"
"3259","AT1G61667","MC","265005_at"
"3260","AT1G61680","MC","264430_at"
"3261","AT1G61690","MC","264423_at"
"3262","AT1G61700","UC","264431_at"
"3263","AT1G61720","MC","264401_at"
"3264","AT1G61730","MC","264398_at"
"3265","AT1G61740","UC","264424_at"
"3266","AT1G61760","MC","264426_at"
"3267","AT1G61770","UC","264427_at"
"3268","AT1G61780","UC","264399_at"
"3269","AT1G61790","UC","264428_at"
"3270","AT1G61800","UC","264400_at"
"3271","AT1G61810","UC","264433_at"
"3272","AT1G61820","UC","264280_at"
"3273","AT1G61850","UC","264283_at"
"3274","AT1G61860","MC","264284_at"
"3275","AT1G61870","MC","264286_at"
"3276","AT1G61890","UC","264289_at"
"3277","AT1G61900","MC","264307_at"
"3278","AT1G61930","MC","264287_at"
"3279","AT1G61950","UC","264334_at"
"3280","AT1G61990","MC","264308_at"
"3281","AT1G62010","MC","257423_at"
"3282","AT1G62020","UC","264309_at"
"3283","AT1G62040","UC","264285_at"
"3284","AT1G62045","MC","264288_at"
"3285","AT1G62050","UC","264744_at"
"3286","AT1G62085","MC","264730_at"
"3287","AT1G62130","MC","264742_at"
"3288","AT1G62150","MC","264731_at"
"3289","AT1G62170","UC","264733_at"
"3290","AT1G62180","UC","264745_at"
"3291","AT1G62200","UC","264736_at"
"3292","AT1G62210","MC","264737_at"
"3293","AT1G62280","MC","264734_at"
"3294","AT1G62290","UC","264741_at"
"3295","AT1G62300","MC","264746_at"
"3296","AT1G62310","MC","260627_at"
"3297","AT1G62320","UC","260628_at"
"3298","AT1G62330","MC","260629_at"
"3299","AT1G62340","MC","260630_at"
"3300","AT1G62350","MC","260631_at"
"3301","AT1G62360","MC","260632_at"
"3302","AT1G62380","MC","260637_at"
"3303","AT1G62390","UC","260638_at"
"3304","AT1G62400","MC","260633_at"
"3305","AT1G62410","UC","260634_at"
"3306","AT1G62422","MC","260635_at"
"3307","AT1G62430","UC","260636_at"
"3308","AT1G62440","UC","265114_at"
"3309","AT1G62450","UC","265115_at"
"3310","AT1G62480","MC","265116_at"
"3311","AT1G62500","MC","265117_at"
"3312","AT1G62520","MC","257403_at"
"3313","AT1G62530","MC","265112_at"
"3314","AT1G62540","UC","265122_at"
"3315","AT1G62560","UC","265121_at"
"3316","AT1G62570","UC","265119_at"
"3317","AT1G62640","UC","265120_at"
"3318","AT1G62660","UC","265118_at"
"3319","AT1G62680","MC","262688_at"
"3320","AT1G62690","MC","262642_at"
"3321","AT1G62700","MC","262689_at"
"3322","AT1G62710","UC","262644_at"
"3323","AT1G62720","MC","262690_at"
"3324","AT1G62730","UC","262641_at"
"3325","AT1G62750","UC","262645_at"
"3326","AT1G62770","MC","262643_at"
"3327","AT1G62780","UC","262693_at"
"3328","AT1G62790","MC","262694_at"
"3329","AT1G62800","UC","262646_at"
"3330","AT1G62810","MC","262667_at"
"3331","AT1G62820","UC","262639_at"
"3332","AT1G62830","MC","262668_at"
"3333","AT1G62850","MC","262669_at"
"3334","AT1G62880","UC","261102_at"
"3335","AT1G62940","UC","261096_at"
"3336","AT1G62950","MC","261097_at"
"3337","AT1G62960","UC","261108_at"
"3338","AT1G62970","MC","261098_at"
"3339","AT1G62980","MC","261099_at"
"3340","AT1G62990","MC","261106_at"
"3341","AT1G63000","UC","261105_at"
"3342","AT1G63010","UC","261107_at"
"3343","AT1G63020","MC","261100_at"
"3344","AT1G63030","MC","261101_at"
"3345","AT1G63050","UC","259683_at"
"3346","AT1G63060","MC","259693_at"
"3347","AT1G63090","MC","259685_at"
"3348","AT1G63100","MC","259686_at"
"3349","AT1G63110","UC","259687_at"
"3350","AT1G63120","UC","259688_at"
"3351","AT1G63160","UC","259690_at"
"3352","AT1G63170","MC","259695_at"
"3353","AT1G63180","UC","259694_at"
"3354","AT1G63190","MC","257509_at"
"3355","AT1G63200","MC","259691_at"
"3356","AT1G63210","UC","260084_at"
"3357","AT1G63220","MC","260083_at"
"3358","AT1G63240","MC","260086_at"
"3359","AT1G63260","MC","260109_at"
"3360","AT1G63280","MC","260108_at"
"3361","AT1G63290","UC","260085_at"
"3362","AT1G63310","MC","260112_at"
"3363","AT1G63350","MC","260110_at"
"3364","AT1G63420","MC","261553_at"
"3365","AT1G63430","MC","261552_at"
"3366","AT1G63440","UC","261551_at"
"3367","AT1G63450","MC","261550_at"
"3368","AT1G63460","UC","261530_at"
"3369","AT1G63490","UC","261531_at"
"3370","AT1G63500","MC","261547_at"
"3371","AT1G63520","MC","261546_at"
"3372","AT1G63530","MC","261545_at"
"3373","AT1G63540","MC","261544_at"
"3374","AT1G63550","MC","261543_at"
"3375","AT1G63580","MC","257485_at"
"3376","AT1G63600","MC","261541_at"
"3377","AT1G63610","UC","261540_at"
"3378","AT1G63640","MC","261557_at"
"3379","AT1G63650","MC","260242_at"
"3380","AT1G63660","UC","260294_at"
"3381","AT1G63670","MC","260293_at"
"3382","AT1G63680","UC","260292_at"
"3383","AT1G63690","UC","260271_at"
"3384","AT1G63700","MC","260291_at"
"3385","AT1G63710","UC","260241_at"
"3386","AT1G63720","MC","260243_at"
"3387","AT1G63730","MC","260270_at"
"3388","AT1G63740","MC","260269_at"
"3389","AT1G63770","UC","260295_at"
"3390","AT1G63780","UC","260323_at"
"3391","AT1G63800","UC","260317_at"
"3392","AT1G63810","UC","260316_at"
"3393","AT1G63820","MC","260315_at"
"3394","AT1G63830","UC","260314_at"
"3395","AT1G63840","MC","260327_at"
"3396","AT1G63850","MC","257499_at"
"3397","AT1G63880","MC","260312_at"
"3398","AT1G63900","UC","260322_at"
"3399","AT1G63900","UC","260321_at"
"3400","AT1G63910","MC","260326_at"
"3401","AT1G63930","MC","260320_at"
"3402","AT1G63940","UC","260325_at"
"3403","AT1G63950","MC","260319_at"
"3404","AT1G63960","MC","260318_at"
"3405","AT1G63970","UC","260324_at"
"3406","AT1G63990","UC","262335_at"
"3407","AT1G64000","MC","262339_at"
"3408","AT1G64010","MC","262334_at"
"3409","AT1G64020","MC","262333_at"
"3410","AT1G64030","MC","262332_at"
"3411","AT1G64040","UC","262343_at"
"3412","AT1G64050","MC","262331_at"
"3413","AT1G64060","UC","262344_at"
"3414","AT1G64090","UC","262329_at"
"3415","AT1G64110","MC","262347_at"
"3416","AT1G64130","MC","262327_at"
"3417","AT1G64150","MC","262342_at"
"3418","AT1G64160","MC","262325_at"
"3419","AT1G64170","MC","262324_at"
"3420","AT1G64180","MC","262345_at"
"3421","AT1G64185","UC","262338_at"
"3422","AT1G64190","UC","262323_at"
"3423","AT1G64200","UC","262354_at"
"3424","AT1G64210","MC","262353_at"
"3425","AT1G64220","MC","262336_at"
"3426","AT1G64230","UC","262341_at"
"3427","AT1G64280","MC","259764_at"
"3428","AT1G64290","MC","259795_at"
"3429","AT1G64300","MC","259740_at"
"3430","AT1G64310","MC","259798_at"
"3431","AT1G64320","MC","257508_at"
"3432","AT1G64350","UC","259739_at"
"3433","AT1G64355","MC","259738_at"
"3434","AT1G64360","MC","259766_at"
"3435","AT1G64370","MC","259765_at"
"3436","AT1G64380","MC","259793_at"
"3437","AT1G64390","UC","259736_at"
"3438","AT1G64400","UC","259737_at"
"3439","AT1G64405","MC","259735_at"
"3440","AT1G64430","UC","261952_at"
"3441","AT1G64440","UC","261953_at"
"3442","AT1G64450","MC","262002_at"
"3443","AT1G64480","UC","262004_at"
"3444","AT1G64490","MC","261951_at"
"3445","AT1G64500","MC","261958_at"
"3446","AT1G64510","MC","261954_at"
"3447","AT1G64520","UC","261955_at"
"3448","AT1G64530","UC","261945_at"
"3449","AT1G64550","UC","262005_at"
"3450","AT1G64570","MC","262006_at"
"3451","AT1G64590","UC","261956_at"
"3452","AT1G64600","UC","261972_at"
"3453","AT1G64610","MC","261973_at"
"3454","AT1G64620","MC","261950_at"
"3455","AT1G64640","MC","261975_at"
"3456","AT1G64650","UC","261944_at"
"3457","AT1G64660","UC","261957_at"
"3458","AT1G64670","MC","261949_at"
"3459","AT1G64680","UC","261948_at"
"3460","AT1G64690","MC","262872_at"
"3461","AT1G64700","MC","262873_at"
"3462","AT1G64710","MC","262870_at"
"3463","AT1G64720","MC","262884_at"
"3464","AT1G64740","UC","262885_at"
"3465","AT1G64750","UC","262876_at"
"3466","AT1G64770","MC","262878_at"
"3467","AT1G64780","UC","262883_at"
"3468","AT1G64790","MC","262859_at"
"3469","AT1G64800","MC","262917_at"
"3470","AT1G64810","MC","262860_at"
"3471","AT1G64820","UC","262861_at"
"3472","AT1G64850","MC","262877_at"
"3473","AT1G64860","MC","262879_at"
"3474","AT1G64880","MC","262880_at"
"3475","AT1G64890","MC","262881_at"
"3476","AT1G64900","MC","262882_at"
"3477","AT1G64910","MC","262863_at"
"3478","AT1G64920","MC","262864_at"
"3479","AT1G64960","MC","262867_at"
"3480","AT1G64970","UC","262875_at"
"3481","AT1G64980","UC","262868_at"
"3482","AT1G65000","UC","262918_at"
"3483","AT1G65020","MC","262874_at"
"3484","AT1G65060","UC","261907_at"
"3485","AT1G65070","UC","261905_at"
"3486","AT1G65080","MC","261906_at"
"3487","AT1G65090","MC","263138_at"
"3488","AT1G65110","MC","263139_at"
"3489","AT1G65130","MC","257453_at"
"3490","AT1G65170","MC","257454_at"
"3491","AT1G65220","UC","263110_at"
"3492","AT1G65230","UC","263142_at"
"3493","AT1G65240","UC","263108_at"
"3494","AT1G65260","UC","264158_at"
"3495","AT1G65270","MC","264159_at"
"3496","AT1G65280","UC","264156_at"
"3497","AT1G65290","UC","264162_at"
"3498","AT1G65295","MC","264164_at"
"3499","AT1G65310","MC","264157_at"
"3500","AT1G65340","MC","264215_at"
"3501","AT1G65350","UC","264181_at"
"3502","AT1G65360","MC","264182_at"
"3503","AT1G65370","MC","264166_at"
"3504","AT1G65380","MC","264183_at"
"3505","AT1G65410","UC","264165_at"
"3506","AT1G65420","MC","264161_at"
"3507","AT1G65430","UC","264154_at"
"3508","AT1G65440","UC","264155_at"
"3509","AT1G65450","MC","264163_at"
"3510","AT1G65450","MC","264160_at"
"3511","AT1G65470","MC","264630_at"
"3512","AT1G65480","UC","264638_at"
"3513","AT1G65490","MC","264636_at"
"3514","AT1G65500","MC","264635_at"
